Movie_Title,Year,Director,Actors,Rating,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,source_row_id,movie_title,release_year,decade,director_clean,lead_actor,actor_2,actor_3,actor_4,imdb_rating_10,runtime_minutes,runtime_bucket,censor_rating_clean,gross_usd_millions,gross_bucket,all_genres,main_genre_clean,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_sci_fi,genre_sport,genre_thriller,genre_war,genre_western,preference_action_score,preference_comedy_score,preference_drama_score,preference_sci_fi_score,preference_romance_score,preference_documentary_score,rating_score,recency_score,length_score,popularity_score,family_friendly_score,director_dataset_popularity_score,actor_dataset_popularity_score,mood_relax,mood_funny,mood_emotional,mood_adrenaline,mood_mind_bending,overview_clean,recommendation_explanation_base,data_source_note
Patch Adams,1998,Tom Shadyac,"Robin Williams, Daniel London, Monica Potter, Philip Seymour Hoffman",6.8,115,U,$135.03M,Biography," Comedy,  Drama",1869,Patch Adams,1998,1990s,Tom Shadyac,Robin Williams,Daniel London,Monica Potter,Philip Seymour Hoffman,6.8,115,Standard,U,135.03,Medium,"Biography, Comedy, Drama",Biography,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.65,0.68,0.765,0.958,0.718,1.0,0.7,1.0,0.831,0.968,0.806,0.108,0.236,"Patch Adams is a 1998 Biography, Comedy, Drama film directed by Tom Shadyac and starring Robin Williams, Daniel London, Monica Potter. IMDb rating: 6.8/10, runtime: 115 minutes, reported gross: $135.03M.",strong comedy signal; strong drama signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Selena,1997,Gregory Nava,"Jennifer Lopez, Edward James Olmos, Jon Seda, Jackie Guerra",6.8,127,UA,$35.42M,Biography," Drama,  Music",1870,Selena,1997,1990s,Gregory Nava,Jennifer Lopez,Edward James Olmos,Jon Seda,Jackie Guerra,6.8,127,Standard,UA,35.42,Low,"Biography, Drama, Music",Biography,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.68,0.755,0.858,0.525,0.75,0.1,1.0,0.329,0.18,0.806,0.079,0.236,"Selena is a 1997 Biography, Drama, Music film directed by Gregory Nava and starring Jennifer Lopez, Edward James Olmos, Jon Seda. IMDb rating: 6.8/10, runtime: 127 minutes, reported gross: $35.42M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Bugsy,1991,Barry Levinson,"Warren Beatty, Annette Bening, Harvey Keitel, Ben Kingsley",6.8,136,R,$49.11M,Biography," Crime,  Drama",1871,Bugsy,1991,1990s,Barry Levinson,Warren Beatty,Annette Bening,Harvey Keitel,Ben Kingsley,6.8,136,Long,R,49.11,Low,"Biography, Crime, Drama",Biography,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.0,1.0,0.0,0.35,0.65,0.68,0.696,0.783,0.572,0.25,1.0,1.0,0.242,0.106,0.806,0.508,0.236,"Bugsy is a 1991 Biography, Crime, Drama film directed by Barry Levinson and starring Warren Beatty, Annette Bening, Harvey Keitel. IMDb rating: 6.8/10, runtime: 136 minutes, reported gross: $49.11M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Battle of the Sexes,2017,"Directors:Jonathan Dayton, Valerie Faris","Emma Stone, Steve Carell, Andrea Riseborough, Sarah Silverman",6.7,121,UA,$12.64M,Biography," Comedy,  Drama",1872,Battle of the Sexes,2017,2010s,"Directors:Jonathan Dayton, Valerie Faris",Emma Stone,Steve Carell,Andrea Riseborough,Sarah Silverman,6.7,121,Standard,UA,12.64,Low,"Biography, Comedy, Drama",Biography,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.65,0.67,0.951,0.908,0.382,0.75,0.3,1.0,0.786,0.929,0.804,0.057,0.234,"Battle of the Sexes is a 2017 Biography, Comedy, Drama film directed by Directors:Jonathan Dayton, Valerie Faris and starring Emma Stone, Steve Carell, Andrea Riseborough. IMDb rating: 6.7/10, runtime: 121 minutes, reported gross: $12.64M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Lady in the Van,2015,Nicholas Hytner,"Maggie Smith, Alex Jennings, Jim Broadbent, Clare Hammond",6.7,104,PG-13,$10.02M,Biography," Comedy,  Drama",1873,The Lady in the Van,2015,2010s,Nicholas Hytner,Maggie Smith,Alex Jennings,Jim Broadbent,Clare Hammond,6.7,104,Standard,PG-13,10.02,Low,"Biography, Comedy, Drama",Biography,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.65,0.67,0.931,0.95,0.351,0.75,0.2,1.0,0.792,0.929,0.804,0.053,0.234,"The Lady in the Van is a 2015 Biography, Comedy, Drama film directed by Nicholas Hytner and starring Maggie Smith, Alex Jennings, Jim Broadbent. IMDb rating: 6.7/10, runtime: 104 minutes, reported gross: $10.02M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Old Man & the Gun,2018,David Lowery,"Robert Redford, Casey Affleck, Sissy Spacek, Danny Glover",6.7,93,UA,$11.28M,Biography," Comedy,  Crime",1874,The Old Man & the Gun,2018,2010s,David Lowery,Robert Redford,Casey Affleck,Sissy Spacek,Danny Glover,6.7,93,Standard,UA,11.28,Low,"Biography, Comedy, Crime",Biography,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.0,0.8,0.0,0.25,0.65,0.67,0.961,0.858,0.366,0.75,0.4,1.0,0.754,0.929,0.649,0.477,0.214,"The Old Man & the Gun is a 2018 Biography, Comedy, Crime film directed by David Lowery and starring Robert Redford, Casey Affleck, Sissy Spacek. IMDb rating: 6.7/10, runtime: 93 minutes, reported gross: $11.28M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
"Extremely Wicked, Shockingly Evil and Vile",2019,Joe Berlinger,"Lily Collins, Zac Efron, Angela Sarafyan, Sydney Vollmer",6.7,110,R,Gross Unkown,Biography," Crime,  Drama",1875,"Extremely Wicked, Shockingly Evil and Vile",2019,2010s,Joe Berlinger,Lily Collins,Zac Efron,Angela Sarafyan,Sydney Vollmer,6.7,110,Standard,R,,Unknown,"Biography, Crime, Drama",Biography,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.0,1.0,0.0,0.35,0.65,0.67,0.971,1.0,0.0,0.25,0.2,1.0,0.275,0.105,0.804,0.423,0.234,"Extremely Wicked, Shockingly Evil and Vile is a 2019 Biography, Crime, Drama film directed by Joe Berlinger and starring Lily Collins, Zac Efron, Angela Sarafyan. IMDb rating: 6.7/10, runtime: 110 minutes.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Jackie,2016,Pablo Larraín,"Natalie Portman, Peter Sarsgaard, Greta Gerwig, Billy Crudup",6.7,100,UA,$13.96M,Biography, Drama,1876,Jackie,2016,2010s,Pablo Larraín,Natalie Portman,Peter Sarsgaard,Greta Gerwig,Billy Crudup,6.7,100,Standard,UA,13.96,Low,"Biography, Drama",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.67,0.941,0.917,0.395,0.75,0.3,1.0,0.338,0.179,0.804,0.059,0.234,"Jackie is a 2016 Biography, Drama film directed by Pablo Larraín and starring Natalie Portman, Peter Sarsgaard, Greta Gerwig. IMDb rating: 6.7/10, runtime: 100 minutes, reported gross: $13.96M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Hysteria,2011,Tanya Wexler,"Maggie Gyllenhaal, Hugh Dancy, Jonathan Pryce, Felicity Jones",6.7,100,R,$1.80M,Biography," Comedy,  Romance",1877,Hysteria,2011,2010s,Tanya Wexler,Maggie Gyllenhaal,Hugh Dancy,Jonathan Pryce,Felicity Jones,6.7,100,Standard,R,1.8,Low,"Biography, Comedy, Romance",Biography,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.8,0.0,1.0,0.65,0.67,0.892,0.917,0.15,0.25,0.2,0.917,0.875,0.855,0.837,0.022,0.214,"Hysteria is a 2011 Biography, Comedy, Romance film directed by Tanya Wexler and starring Maggie Gyllenhaal, Hugh Dancy, Jonathan Pryce. IMDb rating: 6.7/10, runtime: 100 minutes, reported gross: $1.80M.",strong comedy signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Taking Woodstock,2009,Ang Lee,"Demetri Martin, Henry Goodman, Edward Hibbert, Imelda Staunton",6.7,120,A,$7.44M,Biography," Comedy,  Drama",1878,Taking Woodstock,2009,2000s,Ang Lee,Demetri Martin,Henry Goodman,Edward Hibbert,Imelda Staunton,6.7,120,Standard,A,7.44,Low,"Biography, Comedy, Drama",Biography,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.65,0.67,0.873,0.917,0.312,0.25,0.9,0.417,0.713,0.855,0.804,0.047,0.234,"Taking Woodstock is a 2009 Biography, Comedy, Drama film directed by Ang Lee and starring Demetri Martin, Henry Goodman, Edward Hibbert. IMDb rating: 6.7/10, runtime: 120 minutes, reported gross: $7.44M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Coco avant Chanel,2009,Anne Fontaine,"Audrey Tautou, Benoît Poelvoorde, Alessandro Nivola, Marie Gillain",6.7,105,PG-13,$6.11M,Biography, Drama,1879,Coco avant Chanel,2009,2000s,Anne Fontaine,Audrey Tautou,Benoît Poelvoorde,Alessandro Nivola,Marie Gillain,6.7,105,Standard,PG-13,6.11,Low,"Biography, Drama",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.67,0.873,0.958,0.287,0.75,0.2,0.833,0.344,0.179,0.804,0.043,0.234,"Coco avant Chanel is a 2009 Biography, Drama film directed by Anne Fontaine and starring Audrey Tautou, Benoît Poelvoorde, Alessandro Nivola. IMDb rating: 6.7/10, runtime: 105 minutes, reported gross: $6.11M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Soloist,2009,Joe Wright,"Jamie Foxx, Robert Downey Jr., Catherine Keener, Tom Hollander",6.7,117,PG-13,$31.67M,Biography," Drama,  Music",1880,The Soloist,2009,2000s,Joe Wright,Jamie Foxx,Robert Downey Jr.,Catherine Keener,Tom Hollander,6.7,117,Standard,PG-13,31.67,Low,"Biography, Drama, Music",Biography,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.67,0.873,0.942,0.509,0.75,0.8,1.0,0.341,0.179,0.804,0.076,0.234,"The Soloist is a 2009 Biography, Drama, Music film directed by Joe Wright and starring Jamie Foxx, Robert Downey Jr., Catherine Keener. IMDb rating: 6.7/10, runtime: 117 minutes, reported gross: $31.67M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Other Boleyn Girl,2008,Justin Chadwick,"Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess",6.7,115,A,$26.81M,Biography," Drama,  History",1881,The Other Boleyn Girl,2008,2000s,Justin Chadwick,Natalie Portman,Scarlett Johansson,Eric Bana,Jim Sturgess,6.7,115,Standard,A,26.81,Low,"Biography, Drama, History",Biography,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.67,0.863,0.958,0.486,0.25,0.2,1.0,0.269,0.105,0.804,0.073,0.234,"The Other Boleyn Girl is a 2008 Biography, Drama, History film directed by Justin Chadwick and starring Natalie Portman, Scarlett Johansson, Eric Bana. IMDb rating: 6.7/10, runtime: 115 minutes, reported gross: $26.81M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The New World,2005,Terrence Malick,"Colin Farrell, Q'orianka Kilcher, Christopher Plummer, Christian Bale",6.7,135,PG-13,$12.71M,Biography," Drama,  History",1882,The New World,2005,2000s,Terrence Malick,Colin Farrell,Q'orianka Kilcher,Christopher Plummer,Christian Bale,6.7,135,Long,PG-13,12.71,Low,"Biography, Drama, History",Biography,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.67,0.833,0.792,0.383,0.75,0.7,1.0,0.319,0.179,0.804,0.057,0.234,"The New World is a 2005 Biography, Drama, History film directed by Terrence Malick and starring Colin Farrell, Q'orianka Kilcher, Christopher Plummer. IMDb rating: 6.7/10, runtime: 135 minutes, reported gross: $12.71M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Ali,2001,Michael Mann,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles",6.7,157,UA,$58.20M,Biography," Drama,  Sport",1883,Ali,2001,2000s,Michael Mann,Will Smith,Jamie Foxx,Jon Voight,Mario Van Peebles,6.7,157,Long,UA,58.2,Medium,"Biography, Drama, Sport",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.67,0.794,0.608,0.596,0.75,1.0,1.0,0.291,0.179,0.804,0.089,0.234,"Ali is a 2001 Biography, Drama, Sport film directed by Michael Mann and starring Will Smith, Jamie Foxx, Jon Voight. IMDb rating: 6.7/10, runtime: 157 minutes, reported gross: $58.20M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Eyes of Tammy Faye,2021,Michael Showalter,"Jessica Chastain, Andrew Garfield, Cherry Jones, Vincent D'Onofrio",6.6,126,UA 16+,Gross Unkown,Biography," Drama,  Romance",1884,The Eyes of Tammy Faye,2021,2020s,Michael Showalter,Jessica Chastain,Andrew Garfield,Cherry Jones,Vincent D'Onofrio,6.6,126,Standard,UA 16+,,Unknown,"Biography, Drama, Romance",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.65,0.66,0.99,0.867,0.0,0.5,0.3,1.0,0.568,0.329,0.966,0.0,0.232,"The Eyes of Tammy Faye is a 2021 Biography, Drama, Romance film directed by Michael Showalter and starring Jessica Chastain, Andrew Garfield, Cherry Jones. IMDb rating: 6.6/10, runtime: 126 minutes.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Operation Finale,2018,Chris Weitz,"Oscar Isaac, Ben Kingsley, Mélanie Laurent, Lior Raz",6.6,122,PG-13,$17.61M,Biography," Drama,  History",1885,Operation Finale,2018,2010s,Chris Weitz,Oscar Isaac,Ben Kingsley,Mélanie Laurent,Lior Raz,6.6,122,Standard,PG-13,17.61,Low,"Biography, Drama, History",Biography,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.66,0.961,0.9,0.427,0.75,0.2,1.0,0.335,0.178,0.804,0.064,0.232,"Operation Finale is a 2018 Biography, Drama, History film directed by Chris Weitz and starring Oscar Isaac, Ben Kingsley, Mélanie Laurent. IMDb rating: 6.6/10, runtime: 122 minutes, reported gross: $17.61M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Whiskey Tango Foxtrot,2016,"Directors:Glenn Ficarra, John Requa","Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina",6.6,112,R,$23.05M,Biography," Comedy,  Drama",1886,Whiskey Tango Foxtrot,2016,2010s,"Directors:Glenn Ficarra, John Requa",Tina Fey,Margot Robbie,Martin Freeman,Alfred Molina,6.6,112,Standard,R,23.05,Low,"Biography, Comedy, Drama",Biography,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.35,0.65,0.66,0.941,0.983,0.465,0.25,0.4,1.0,0.722,0.853,0.804,0.07,0.232,"Whiskey Tango Foxtrot is a 2016 Biography, Comedy, Drama film directed by Directors:Glenn Ficarra, John Requa and starring Tina Fey, Margot Robbie, Martin Freeman. IMDb rating: 6.6/10, runtime: 112 minutes, reported gross: $23.05M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Joy,2015,David O. Russell,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez",6.6,124,U,$56.45M,Biography, Drama,1887,Joy,2015,2010s,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,Edgar Ramírez,6.6,124,Standard,U,56.45,Medium,"Biography, Drama",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.66,0.931,0.883,0.592,1.0,0.6,1.0,0.37,0.216,0.804,0.089,0.232,"Joy is a 2015 Biography, Drama film directed by David O. Russell and starring Jennifer Lawrence, Robert De Niro, Bradley Cooper. IMDb rating: 6.6/10, runtime: 124 minutes, reported gross: $56.45M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Spencer,2021,Pablo Larraín,"Kristen Stewart, Timothy Spall, Sally Hawkins, Jack Nielen",6.6,117,UA,Gross Unkown,Biography, Drama,1888,Spencer,2021,2020s,Pablo Larraín,Kristen Stewart,Timothy Spall,Sally Hawkins,Jack Nielen,6.6,117,Standard,UA,,Unknown,"Biography, Drama",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.66,0.99,0.942,0.0,0.75,0.3,1.0,0.341,0.178,0.804,0.0,0.232,"Spencer is a 2021 Biography, Drama film directed by Pablo Larraín and starring Kristen Stewart, Timothy Spall, Sally Hawkins. IMDb rating: 6.6/10, runtime: 117 minutes.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Lost City of Z,2016,James Gray,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland",6.6,141,UA,$8.58M,Adventure," Biography,  Drama",1889,The Lost City of Z,2016,2010s,James Gray,Charlie Hunnam,Robert Pattinson,Sienna Miller,Tom Holland,6.6,141,Long,UA,8.58,Low,"Adventure, Biography, Drama",Adventure,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.0,1.0,0.35,0.35,0.65,0.66,0.941,0.742,0.33,0.75,0.5,1.0,0.311,0.178,0.804,0.672,0.389,"The Lost City of Z is a 2016 Adventure, Biography, Drama film directed by James Gray and starring Charlie Hunnam, Robert Pattinson, Sienna Miller. IMDb rating: 6.6/10, runtime: 141 minutes, reported gross: $8.58M.",strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
House of Gucci,2021,Ridley Scott,"Lady Gaga, Adam Driver, Al Pacino, Jeremy Irons",6.6,158,A,Gross Unkown,Biography," Crime,  Drama",1890,House of Gucci,2021,2020s,Ridley Scott,Lady Gaga,Adam Driver,Al Pacino,Jeremy Irons,6.6,158,Long,A,,Unknown,"Biography, Crime, Drama",Biography,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.0,1.0,0.0,0.35,0.65,0.66,0.99,0.6,0.0,0.25,1.0,1.0,0.215,0.104,0.804,0.423,0.232,"House of Gucci is a 2021 Biography, Crime, Drama film directed by Ridley Scott and starring Lady Gaga, Adam Driver, Al Pacino. IMDb rating: 6.6/10, runtime: 158 minutes.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
I Love You Phillip Morris,2009,"Directors:Glenn Ficarra, John Requa","Jim Carrey, Ewan McGregor, Leslie Mann, Rodrigo Santoro",6.6,102,R,$2.04M,Biography," Comedy,  Crime",1891,I Love You Phillip Morris,2009,2000s,"Directors:Glenn Ficarra, John Requa",Jim Carrey,Ewan McGregor,Leslie Mann,Rodrigo Santoro,6.6,102,Standard,R,2.04,Low,"Biography, Comedy, Crime",Biography,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.0,0.8,0.0,0.25,0.65,0.66,0.873,0.933,0.162,0.25,0.4,1.0,0.69,0.853,0.649,0.447,0.212,"I Love You Phillip Morris is a 2009 Biography, Comedy, Crime film directed by Directors:Glenn Ficarra, John Requa and starring Jim Carrey, Ewan McGregor, Leslie Mann. IMDb rating: 6.6/10, runtime: 102 minutes, reported gross: $2.04M.",strong comedy signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
A Mighty Heart,2007,Michael Winterbottom,"Angelina Jolie, Dan Futterman, Irrfan Khan, Archie Panjabi",6.6,108,A,$9.18M,Biography," Drama,  History",1892,A Mighty Heart,2007,2000s,Michael Winterbottom,Angelina Jolie,Dan Futterman,Irrfan Khan,Archie Panjabi,6.6,108,Standard,A,9.18,Low,"Biography, Drama, History",Biography,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.66,0.853,0.983,0.339,0.25,0.3,1.0,0.272,0.104,0.804,0.051,0.232,"A Mighty Heart is a 2007 Biography, Drama, History film directed by Michael Winterbottom and starring Angelina Jolie, Dan Futterman, Irrfan Khan. IMDb rating: 6.6/10, runtime: 108 minutes, reported gross: $9.18M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Notorious,2009,George Tillman Jr.,"Jamal Woolard, Anthony Mackie, Derek Luke, Momo Dione",6.6,122,R,$36.84M,Biography," Crime,  Drama",1893,Notorious,2009,2000s,George Tillman Jr.,Jamal Woolard,Anthony Mackie,Derek Luke,Momo Dione,6.6,122,Standard,R,36.84,Low,"Biography, Crime, Drama",Biography,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.0,1.0,0.0,0.35,0.65,0.66,0.873,0.9,0.531,0.25,0.5,1.0,0.26,0.104,0.804,0.502,0.232,"Notorious is a 2009 Biography, Crime, Drama film directed by George Tillman Jr. and starring Jamal Woolard, Anthony Mackie, Derek Luke. IMDb rating: 6.6/10, runtime: 122 minutes, reported gross: $36.84M.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Being the Ricardos,2021,Aaron Sorkin,"Nicole Kidman, Javier Bardem, J.K. Simmons, Nina Arianda",6.5,131,UA 13+,Gross Unkown,Biography, Drama,1894,Being the Ricardos,2021,2020s,Aaron Sorkin,Nicole Kidman,Javier Bardem,J.K. Simmons,Nina Arianda,6.5,131,Long,UA 13+,,Unknown,"Biography, Drama",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.65,0.99,0.825,0.0,0.5,0.3,1.0,0.286,0.14,0.802,0.0,0.23,"Being the Ricardos is a 2021 Biography, Drama film directed by Aaron Sorkin and starring Nicole Kidman, Javier Bardem, J.K. Simmons. IMDb rating: 6.5/10, runtime: 131 minutes.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Imperium,2016,Daniel Ragussis,"Daniel Radcliffe, Toni Collette, Tracy Letts, Sam Trammell",6.5,109,R,Gross Unkown,Biography," Crime,  Drama",1895,Imperium,2016,2010s,Daniel Ragussis,Daniel Radcliffe,Toni Collette,Tracy Letts,Sam Trammell,6.5,109,Standard,R,,Unknown,"Biography, Crime, Drama",Biography,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.0,1.0,0.0,0.35,0.65,0.65,0.941,0.992,0.0,0.25,0.1,1.0,0.274,0.103,0.802,0.423,0.23,"Imperium is a 2016 Biography, Crime, Drama film directed by Daniel Ragussis and starring Daniel Radcliffe, Toni Collette, Tracy Letts. IMDb rating: 6.5/10, runtime: 109 minutes.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Current War,2017,Alfonso Gomez-Rejon,"Benedict Cumberbatch, Oliver Powell, Sophia Ally, Tuppence Middleton",6.5,108,U,Gross Unkown,Biography," Drama,  History",1896,The Current War,2017,2010s,Alfonso Gomez-Rejon,Benedict Cumberbatch,Oliver Powell,Sophia Ally,Tuppence Middleton,6.5,108,Standard,U,,Unknown,"Biography, Drama, History",Biography,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.35,0.65,0.65,0.951,0.983,0.0,1.0,0.2,1.0,0.385,0.215,0.802,0.0,0.23,"The Current War is a 2017 Biography, Drama, History film directed by Alfonso Gomez-Rejon and starring Benedict Cumberbatch, Oliver Powell, Sophia Ally. IMDb rating: 6.5/10, runtime: 108 minutes.",strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
J. Edgar,2011,Clint Eastwood,"Leonardo DiCaprio, Armie Hammer, Naomi Watts, Josh Hamilton",6.5,137,A,$37.31M,Biography," Drama,  Romance",1897,J. Edgar,2011,2010s,Clint Eastwood,Leonardo DiCaprio,Armie Hammer,Naomi Watts,Josh Hamilton,6.5,137,Long,A,37.31,Low,"Biography, Drama, Romance",Biography,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,1.0,0.0,1.0,0.65,0.65,0.892,0.775,0.533,0.25,1.0,1.0,0.516,0.29,0.965,0.08,0.23,"J. Edgar is a 2011 Biography, Drama, Romance film directed by Clint Eastwood and starring Leonardo DiCaprio, Armie Hammer, Naomi Watts. IMDb rating: 6.5/10, runtime: 137 minutes, reported gross: $37.31M.",strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
