Movie_Title,Year,Director,Actors,Rating,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,source_row_id,movie_title,release_year,decade,director_clean,lead_actor,actor_2,actor_3,actor_4,imdb_rating_10,runtime_minutes,runtime_bucket,censor_rating_clean,gross_usd_millions,gross_bucket,all_genres,main_genre_clean,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_sci_fi,genre_sport,genre_thriller,genre_war,genre_western,preference_action_score,preference_comedy_score,preference_drama_score,preference_sci_fi_score,preference_romance_score,preference_documentary_score,rating_score,recency_score,length_score,popularity_score,family_friendly_score,director_dataset_popularity_score,actor_dataset_popularity_score,mood_relax,mood_funny,mood_emotional,mood_adrenaline,mood_mind_bending,overview_clean,recommendation_explanation_base,data_source_note
Raiders of the Lost Ark,1981,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies",8.4,115,A,$248.16M,Action, Adventure,29,Raiders of the Lost Ark,1981,1980s,Steven Spielberg,Harrison Ford,Karen Allen,Paul Freeman,John Rhys-Davies,8.4,115,Standard,A,248.16,High,"Action, Adventure",Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.35,0.0,0.0,0.84,0.598,0.958,0.806,0.25,1.0,1.0,0.181,0.121,0.084,0.841,0.326,"Raiders of the Lost Ark is a 1981 Action, Adventure film directed by Steven Spielberg and starring Harrison Ford, Karen Allen, Paul Freeman. IMDb rating: 8.4/10, runtime: 115 minutes, reported gross: $248.16M.",high IMDb rating; strong action/adventure signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Vikram Vedha,2017,"Directors:Gayatri, Pushkar, Gowtham Selvaraj","Madhavan, Vijay Sethupathi, Shraddha Srinath, Kathir",8.3,147,UA,Gross Unkown,Action," Crime,  Drama",30,Vikram Vedha,2017,2010s,"Directors:Gayatri, Pushkar, Gowtham Selvaraj",Madhavan,Vijay Sethupathi,Shraddha Srinath,Kathir,8.3,147,Long,UA,,Unknown,"Action, Crime, Drama",Action,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.0,0.83,0.951,0.692,0.0,0.75,0.1,0.333,0.304,0.196,0.821,0.65,0.266,"Vikram Vedha is a 2017 Action, Crime, Drama film directed by Directors:Gayatri, Pushkar, Gowtham Selvaraj and starring Madhavan, Vijay Sethupathi, Shraddha Srinath. IMDb rating: 8.3/10, runtime: 147 minutes.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Dangal,2016,Nitesh Tiwari,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra",8.3,161,U,$12.39M,Action," Biography,  Drama",31,Dangal,2016,2010s,Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Sanya Malhotra,8.3,161,Long,U,12.39,Low,"Action, Biography, Drama",Action,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.65,0.83,0.941,0.575,0.379,1.0,0.2,1.0,0.324,0.233,0.821,0.707,0.266,"Dangal is a 2016 Action, Biography, Drama film directed by Nitesh Tiwari and starring Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh. IMDb rating: 8.3/10, runtime: 161 minutes, reported gross: $12.39M.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Spider-Man: No Way Home,2021,Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon",8.3,148,UA,$804.75M,Action," Adventure,  Fantasy",32,Spider-Man: No Way Home,2021,2020s,Jon Watts,Tom Holland,Zendaya,Benedict Cumberbatch,Jacob Batalon,8.3,148,Long,UA,804.75,Blockbuster,"Action, Adventure, Fantasy",Action,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.65,0.0,0.0,0.83,0.99,0.683,0.978,0.75,0.4,1.0,0.215,0.196,0.083,0.927,0.459,"Spider-Man: No Way Home is a 2021 Action, Adventure, Fantasy film directed by Jon Watts and starring Tom Holland, Zendaya, Benedict Cumberbatch. IMDb rating: 8.3/10, runtime: 148 minutes, reported gross: $804.75M.",high IMDb rating; strong action/adventure signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Heat,1995,Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight",8.3,170,A,$67.44M,Action," Crime,  Drama",33,Heat,1995,1990s,Michael Mann,Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,8.3,170,Long,A,67.44,Medium,"Action, Crime, Drama",Action,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.0,0.83,0.735,0.5,0.618,0.25,1.0,1.0,0.2,0.12,0.821,0.743,0.266,"Heat is a 1995 Action, Crime, Drama film directed by Michael Mann and starring Al Pacino, Robert De Niro, Val Kilmer. IMDb rating: 8.3/10, runtime: 170 minutes, reported gross: $67.44M.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Star Wars: Episode VI - Return of the Jedi,1983,Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams",8.3,131,U,$309.13M,Action," Adventure,  Fantasy",34,Star Wars: Episode VI - Return of the Jedi,1983,1980s,Richard Marquand,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,8.3,131,Long,U,309.13,High,"Action, Adventure, Fantasy",Action,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.65,0.0,0.0,0.83,0.618,0.825,0.838,1.0,0.1,1.0,0.274,0.233,0.083,0.906,0.459,"Star Wars: Episode VI - Return of the Jedi is a 1983 Action, Adventure, Fantasy film directed by Richard Marquand and starring Mark Hamill, Harrison Ford, Carrie Fisher. IMDb rating: 8.3/10, runtime: 131 minutes, reported gross: $309.13M.",high IMDb rating; strong action/adventure signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
North by Northwest,1959,Alfred Hitchcock,"Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis",8.3,136,U,$13.28M,Action," Adventure,  Mystery",35,North by Northwest,1959,1950s,Alfred Hitchcock,Cary Grant,Eva Marie Saint,James Mason,Jessie Royce Landis,8.3,136,Long,U,13.28,Low,"Action, Adventure, Mystery",Action,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.35,0.0,0.0,0.83,0.382,0.783,0.389,1.0,1.0,0.833,0.267,0.233,0.083,0.778,0.574,"North by Northwest is a 1959 Action, Adventure, Mystery film directed by Alfred Hitchcock and starring Cary Grant, Eva Marie Saint, James Mason. IMDb rating: 8.3/10, runtime: 136 minutes, reported gross: $13.28M.",high IMDb rating; strong action/adventure signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Major,2022,Sashi Kiran Tikka,"Adivi Sesh, Prakash Raj, Revathi, Saiee Manjrekar",8.2,150,UA,Gross Unkown,Action," Biography,  Drama",36,Major,2022,2020s,Sashi Kiran Tikka,Adivi Sesh,Prakash Raj,Revathi,Saiee Manjrekar,8.2,150,Long,UA,,Unknown,"Action, Biography, Drama",Action,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.65,0.82,1.0,0.667,0.0,0.75,0.1,0.167,0.3,0.195,0.82,0.65,0.264,"Major is a 2022 Action, Biography, Drama film directed by Sashi Kiran Tikka and starring Adivi Sesh, Prakash Raj, Revathi. IMDb rating: 8.2/10, runtime: 150 minutes.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
1917,2019,Sam Mendes,"Dean-Charles Chapman, George MacKay, Daniel Mays, Colin Firth",8.2,119,R,$159.23M,Action," Drama,  War",37,1917,2019,2010s,Sam Mendes,Dean-Charles Chapman,George MacKay,Daniel Mays,Colin Firth,8.2,119,Standard,R,159.23,High,"Action, Drama, War",Action,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.35,0.0,0.82,0.971,0.925,0.742,0.25,0.8,1.0,0.264,0.119,0.82,0.761,0.264,"1917 is a 2019 Action, Drama, War film directed by Sam Mendes and starring Dean-Charles Chapman, George MacKay, Daniel Mays. IMDb rating: 8.2/10, runtime: 119 minutes, reported gross: $159.23M.",high IMDb rating; strong action/adventure signal; strong drama signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Uri: The Surgical Strike,2019,Aditya Dhar,"Vicky Kaushal, Paresh Rawal, Mohit Raina, Yami Gautam",8.2,138,UA,$4.19M,Action," Drama,  History",38,Uri: The Surgical Strike,2019,2010s,Aditya Dhar,Vicky Kaushal,Paresh Rawal,Mohit Raina,Yami Gautam,8.2,138,Long,UA,4.19,Low,"Action, Drama, History",Action,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.55,0.82,0.971,0.767,0.241,0.75,0.1,0.667,0.315,0.195,0.82,0.686,0.264,"Uri: The Surgical Strike is a 2019 Action, Drama, History film directed by Aditya Dhar and starring Vicky Kaushal, Paresh Rawal, Mohit Raina. IMDb rating: 8.2/10, runtime: 138 minutes, reported gross: $4.19M.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
K.G.F: Chapter 1,2018,Prashanth Neel,"Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois",8.2,156,UA,Gross Unkown,Action," Crime,  Drama",39,K.G.F: Chapter 1,2018,2010s,Prashanth Neel,Yash,Srinidhi Shetty,Ramachandra Raju,Archana Jois,8.2,156,Long,UA,,Unknown,"Action, Crime, Drama",Action,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.0,0.82,0.961,0.617,0.0,0.75,0.2,0.167,0.293,0.195,0.82,0.65,0.264,"K.G.F: Chapter 1 is a 2018 Action, Crime, Drama film directed by Prashanth Neel and starring Yash, Srinidhi Shetty, Ramachandra Raju. IMDb rating: 8.2/10, runtime: 156 minutes.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Dag II,2016,Alper Caglar,"Caglar Ertugrul, Ufuk Bayraktar, Ahu Türkpençe, Murat Serezli",8.2,135,Not Rated,Gross Unkown,Action," Drama,  War",40,Dag II,2016,2010s,Alper Caglar,Caglar Ertugrul,Ufuk Bayraktar,Ahu Türkpençe,Murat Serezli,8.2,135,Long,Not Rated,,Unknown,"Action, Drama, War",Action,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.35,0.0,0.82,0.941,0.792,0.0,0.5,0.1,0.083,0.281,0.157,0.82,0.65,0.264,"Dag II is a 2016 Action, Drama, War film directed by Alper Caglar and starring Caglar Ertugrul, Ufuk Bayraktar, Ahu Türkpençe. IMDb rating: 8.2/10, runtime: 135 minutes.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Baahubali 2: The Conclusion,2017,S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia",8.2,167,UA,$20.19M,Action, Drama,41,Baahubali 2: The Conclusion,2017,2010s,S.S. Rajamouli,Prabhas,Rana Daggubati,Anushka Shetty,Tamannaah Bhatia,8.2,167,Long,UA,20.19,Low,"Action, Drama",Action,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.0,0.82,0.951,0.525,0.446,0.75,0.3,0.25,0.279,0.195,0.82,0.717,0.264,"Baahubali 2: The Conclusion is a 2017 Action, Drama film directed by S.S. Rajamouli and starring Prabhas, Rana Daggubati, Anushka Shetty. IMDb rating: 8.2/10, runtime: 167 minutes, reported gross: $20.19M.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Gangs of Wasseypur,2012,Anurag Kashyap,"Manoj Bajpayee, Ashish Chhipa, Richa Chadha, Nawazuddin Siddiqui",8.2,321,A,Gross Unkown,Action," Comedy,  Crime",42,Gangs of Wasseypur,2012,2010s,Anurag Kashyap,Manoj Bajpayee,Ashish Chhipa,Richa Chadha,Nawazuddin Siddiqui,8.2,321,Epic,A,,Unknown,"Action, Comedy, Crime",Action,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.45,0.0,0.25,0.0,0.82,0.902,0.0,0.0,0.25,0.2,0.667,0.55,0.869,0.437,0.65,0.209,"Gangs of Wasseypur is a 2012 Action, Comedy, Crime film directed by Anurag Kashyap and starring Manoj Bajpayee, Ashish Chhipa, Richa Chadha. IMDb rating: 8.2/10, runtime: 321 minutes.",high IMDb rating; strong action/adventure signal; strong comedy signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Paan Singh Tomar,2012,Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajesh Abhay, Hemendra Dandotiya",8.2,135,UA,$0.04M,Action," Biography,  Crime",43,Paan Singh Tomar,2012,2010s,Tigmanshu Dhulia,Irrfan Khan,Mahie Gill,Rajesh Abhay,Hemendra Dandotiya,8.2,135,Long,UA,0.04,Low,"Action, Biography, Crime",Action,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.8,0.0,0.0,0.65,0.82,0.902,0.792,0.006,0.75,0.1,0.833,0.231,0.195,0.602,0.651,0.244,"Paan Singh Tomar is a 2012 Action, Biography, Crime film directed by Tigmanshu Dhulia and starring Irrfan Khan, Mahie Gill, Rajesh Abhay. IMDb rating: 8.2/10, runtime: 135 minutes, reported gross: $0.04M.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Warrior,2011,Gavin O'Connor,"Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison",8.2,140,UA,$13.66M,Action," Drama,  Sport",44,Warrior,2011,2010s,Gavin O'Connor,Tom Hardy,Nick Nolte,Joel Edgerton,Jennifer Morrison,8.2,140,Long,UA,13.66,Low,"Action, Drama, Sport",Action,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.35,0.45,0.82,0.892,0.75,0.392,0.75,0.5,1.0,0.312,0.195,0.82,0.709,0.264,"Warrior is a 2011 Action, Drama, Sport film directed by Gavin O'Connor and starring Tom Hardy, Nick Nolte, Joel Edgerton. IMDb rating: 8.2/10, runtime: 140 minutes, reported gross: $13.66M.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Kimetsu no Yaiba: Mugen Ressha-Hen,2020,Haruo Sotozaki,"Natsuki Hanae, Akari Kitô, Yoshitsugu Matsuoka, Hiro Shimono",8.2,117,UA,$47.70M,Animation," Action,  Adventure",45,Kimetsu no Yaiba: Mugen Ressha-Hen,2020,2020s,Haruo Sotozaki,Natsuki Hanae,Akari Kitô,Yoshitsugu Matsuoka,Hiro Shimono,8.2,117,Standard,UA,47.7,Low,"Animation, Action, Adventure",Animation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.35,0.0,0.35,0.0,0.0,0.82,0.98,0.942,0.568,0.75,0.1,0.083,0.411,0.457,0.082,0.805,0.322,"Kimetsu no Yaiba: Mugen Ressha-Hen is a 2020 Animation, Action, Adventure film directed by Haruo Sotozaki and starring Natsuki Hanae, Akari Kitô, Yoshitsugu Matsuoka. IMDb rating: 8.2/10, runtime: 117 minutes, reported gross: $47.70M.",high IMDb rating; strong action/adventure signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
V for Vendetta,2005,James McTeigue,"Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea",8.2,132,UA,$70.51M,Action," Drama,  Sci-Fi",46,V for Vendetta,2005,2000s,James McTeigue,Hugo Weaving,Natalie Portman,Rupert Graves,Stephen Rea,8.2,132,Long,UA,70.51,Medium,"Action, Drama, Sci-Fi",Action,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,1.0,0.35,0.0,0.82,0.833,0.817,0.624,0.75,0.4,1.0,0.323,0.195,0.82,0.944,0.714,"V for Vendetta is a 2005 Action, Drama, Sci-Fi film directed by James McTeigue and starring Hugo Weaving, Natalie Portman, Rupert Graves. IMDb rating: 8.2/10, runtime: 132 minutes, reported gross: $70.51M.",high IMDb rating; strong action/adventure signal; strong sci-fi signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Batman Begins,2005,Christopher Nolan,"Christian Bale, Michael Caine, Ken Watanabe, Liam Neeson",8.2,140,UA,$206.85M,Action," Crime,  Drama",47,Batman Begins,2005,2000s,Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe,Liam Neeson,8.2,140,Long,UA,206.85,High,"Action, Crime, Drama",Action,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.0,0.82,0.833,0.75,0.78,0.75,1.0,1.0,0.312,0.195,0.82,0.767,0.264,"Batman Begins is a 2005 Action, Crime, Drama film directed by Christopher Nolan and starring Christian Bale, Michael Caine, Ken Watanabe. IMDb rating: 8.2/10, runtime: 140 minutes, reported gross: $206.85M.",high IMDb rating; strong action/adventure signal; strong drama signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Kill Bill: Vol. 1,2003,Quentin Tarantino,"Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen",8.2,111,A,$70.10M,Action," Crime,  Drama",48,Kill Bill: Vol. 1,2003,2000s,Quentin Tarantino,Uma Thurman,David Carradine,Daryl Hannah,Michael Madsen,8.2,111,Standard,A,70.1,Medium,"Action, Crime, Drama",Action,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.0,0.82,0.814,0.992,0.623,0.25,1.0,1.0,0.274,0.119,0.82,0.743,0.264,"Kill Bill: Vol. 1 is a 2003 Action, Crime, Drama film directed by Quentin Tarantino and starring Uma Thurman, David Carradine, Daryl Hannah. IMDb rating: 8.2/10, runtime: 111 minutes, reported gross: $70.10M.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
"Lock, Stock and Two Smoking Barrels",1998,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham",8.2,107,A,$3.90M,Action," Comedy,  Crime",49,"Lock, Stock and Two Smoking Barrels",1998,1990s,Guy Ritchie,Jason Flemyng,Dexter Fletcher,Nick Moran,Jason Statham,8.2,107,Standard,A,3.9,Low,"Action, Comedy, Crime",Action,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.45,0.0,0.25,0.0,0.82,0.765,0.975,0.232,0.25,1.0,1.0,0.696,0.869,0.437,0.685,0.209,"Lock, Stock and Two Smoking Barrels is a 1998 Action, Comedy, Crime film directed by Guy Ritchie and starring Jason Flemyng, Dexter Fletcher, Nick Moran. IMDb rating: 8.2/10, runtime: 107 minutes, reported gross: $3.90M.",high IMDb rating; strong action/adventure signal; strong comedy signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Jurassic Park,1993,Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough",8.2,127,UA,$402.45M,Action," Adventure,  Sci-Fi",50,Jurassic Park,1993,1990s,Steven Spielberg,Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,8.2,127,Standard,UA,402.45,High,"Action, Adventure, Sci-Fi",Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.716,0.858,0.877,0.75,1.0,1.0,0.241,0.195,0.082,0.982,0.614,"Jurassic Park is a 1993 Action, Adventure, Sci-Fi film directed by Steven Spielberg and starring Sam Neill, Laura Dern, Jeff Goldblum. IMDb rating: 8.2/10, runtime: 127 minutes, reported gross: $402.45M.",high IMDb rating; strong action/adventure signal; strong sci-fi signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Indiana Jones and the Last Crusade,1989,Steven Spielberg,"Harrison Ford, Sean Connery, Alison Doody, Denholm Elliott",8.2,127,U,$197.17M,Action, Adventure,51,Indiana Jones and the Last Crusade,1989,1980s,Steven Spielberg,Harrison Ford,Sean Connery,Alison Doody,Denholm Elliott,8.2,127,Standard,U,197.17,High,"Action, Adventure",Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.35,0.0,0.0,0.82,0.676,0.858,0.773,1.0,1.0,1.0,0.279,0.232,0.082,0.836,0.322,"Indiana Jones and the Last Crusade is a 1989 Action, Adventure film directed by Steven Spielberg and starring Harrison Ford, Sean Connery, Alison Doody. IMDb rating: 8.2/10, runtime: 127 minutes, reported gross: $197.17M.",high IMDb rating; strong action/adventure signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Die Hard,1988,John McTiernan,"Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson",8.2,132,A,$83.01M,Action, Thriller,52,Die Hard,1988,1980s,John McTiernan,Bruce Willis,Alan Rickman,Bonnie Bedelia,Reginald VelJohnson,8.2,132,Long,A,83.01,Medium,"Action, Thriller",Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.82,0.667,0.817,0.647,0.25,0.7,1.0,0.16,0.119,0.082,0.747,0.314,"Die Hard is a 1988 Action, Thriller film directed by John McTiernan and starring Bruce Willis, Alan Rickman, Bonnie Bedelia. IMDb rating: 8.2/10, runtime: 132 minutes, reported gross: $83.01M.",high IMDb rating; strong action/adventure signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Ran,1985,Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû",8.2,162,U,$4.14M,Action," Drama,  War",53,Ran,1985,1980s,Akira Kurosawa,Tatsuya Nakadai,Akira Terao,Jinpachi Nezu,Daisuke Ryû,8.2,162,Long,U,4.14,Low,"Action, Drama, War",Action,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.35,0.0,0.82,0.637,0.567,0.239,1.0,1.0,0.5,0.323,0.232,0.82,0.686,0.264,"Ran is a 1985 Action, Drama, War film directed by Akira Kurosawa and starring Tatsuya Nakadai, Akira Terao, Jinpachi Nezu. IMDb rating: 8.2/10, runtime: 162 minutes, reported gross: $4.14M.",high IMDb rating; strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
